0 -4.4617e-07 -0.0262353     -0.0527746 -0.000952243      -0.053995 -0.0338225
2304 -1.87849e-06 -6.37638e-07     -0.000803035 -0.00106571      0.0109078 -0.0083962
2305 -2.07483e-06 -7.95608e-07     -0.000843028 -0.000987991      0.0109568 -0.00834225
2306 -2.25926e-06 -9.61028e-07     -0.000884406 -0.000941287      0.0109973 -0.00831578
2307 -2.43732e-06 -1.13604e-06     -0.000946385 -0.000919546      0.0110127 -0.0083096
2308 -2.61246e-06 -1.32611e-06     -0.00104343 -0.000907435      0.0109919 -0.00830865
2309 -2.78457e-06 -1.53867e-06     -0.001181 -0.000883774      0.0109317 -0.00829329
2310 -2.9493e-06 -1.78116e-06     -0.00135366 -0.000826795      0.010839 -0.00824421
2311 -3.09852e-06 -2.05901e-06     -0.00154623 -0.000719644      0.0107291 -0.00814725
2312 -3.22168e-06 -2.37406e-06     -0.0017377 -0.000554434      0.0106217 -0.00799692
2313 -3.30768e-06 -2.72401e-06     -0.00190652 -0.000333638      0.0105365 -0.00779725
2314 -3.34684e-06 -3.10275e-06     -0.00203576 -6.84743e-05      0.0104877 -0.00755998
2315 -3.33212e-06 -3.5017e-06     -0.00211652 0.000225124      0.0104819 -0.0073005
2316 -3.25963e-06 -3.91138e-06     -0.00214858 0.000531598      0.0105173 -0.00703308
2317 -3.12804e-06 -4.32297e-06     -0.00213817 0.000840271      0.0105864 -0.00676667
2318 -2.93739e-06 -4.72915e-06     -0.00209371 0.00114783      0.01068 -0.00650274
2319 -2.68765e-06 -5.12402e-06     -0.00202083 0.00145803      0.0107923 -0.00623583
2320 -2.37759e-06 -5.50216e-06     -0.00191845 0.00177861      0.0109241 -0.0059566
2321 -2.00452e-06 -5.85716e-06     -0.00177696 0.00211646      0.011085 -0.0056566
2322 -1.56489e-06 -6.18001e-06     -0.0015795 0.00247233      0.0112918 -0.00533334
2323 -1.05595e-06 -6.45805e-06     -0.00130584 0.00283685      0.0115649 -0.00499409
2324 -4.7787e-07 -6.67486e-06     -0.000938098 0.00318892      0.0119226 -0.00465747
2325 1.64125e-07 -6.81131e-06     -0.000466736 0.00349722      0.0123757 -0.00435199
2326 8.5813e-07 -6.84762e-06     0.000104709 0.00372459      0.0129231 -0.00411201
2327 1.58504e-06 -6.76611e-06     0.000757406 0.00383425      0.0135493 -0.00397192
2328 2.31926e-06 -6.55419e-06     0.0014581 0.00379653      0.0142252 -0.00395988
2329 3.03066e-06 -6.20672e-06     0.00216294 0.00359453      0.0149119 -0.00409254
2330 3.68737e-06 -5.72754e-06     0.00282333 0.00322754      0.0155661 -0.00437185
2331 4.25904e-06 -5.12973e-06     0.00339266 0.00271165      0.0161459 -0.00478447
2332 4.71982e-06 -4.43462e-06     0.00383246 0.0020775      0.0166168 -0.0053039
2333 5.05084e-06 -3.66977e-06     0.00411692 0.00136587      0.0169556 -0.00589447
2334 5.24156e-06 -2.86627e-06     0.00423512 0.000622007      0.0171526 -0.00651653
2335 5.29008e-06 -2.05589e-06     0.00419076 -0.000110022      0.0172111 -0.00713166
2336 5.20245e-06 -1.26842e-06     0.00399981 -0.000792214      0.0171453 -0.00770704
2337 4.99118e-06 -5.29749e-07     0.00368661 -0.00139581      0.0169769 -0.00821835
2338 4.67326e-06 1.39365e-07     0.00327936 -0.00190247      0.0167305 -0.00865069
2339 4.26828e-06 7.23607e-07     0.00280594 -0.00230341      0.01643 -0.00899778
2340 3.79674e-06 1.21273e-06     0.00229095 -0.00259694      0.0160962 -0.00925953
2341 3.27908e-06 1.60077e-06     0.00175457 -0.00278521      0.0157451 -0.00943899
2342 2.73516e-06 1.88528e-06     0.00121338 -0.00287129      0.0153895 -0.00953958
2343 2.18432e-06 2.06678e-06     0.000682694 -0.00285766      0.015041 -0.00956357
2344 1.64545e-06 2.14885e-06     0.000179224 -0.00274681      0.0147123 -0.00951278
2345 1.13675e-06 2.13852e-06     -0.000277414 -0.00254396      0.0144196 -0.00939104
2346 6.74899e-07 2.04681e-06     -0.000665668 -0.00226067      0.0141808 -0.00920783
2347 2.73523e-07 1.88878e-06     -0.000965936 -0.00191763      0.014013 -0.00898107
2348 -5.86152e-08 1.68262e-06     -0.00116649 -0.00154442      0.0139259 -0.00873723
2349 -3.18957e-07 1.44754e-06     -0.00126915 -0.00117505      0.013917 -0.0085074
2350 -5.1128e-07 1.20089e-06     -0.00129181 -0.000839746      0.0139683 -0.00831973
2351 -6.44044e-07 9.55247e-07     -0.00126527 -0.000555352      0.0140488 -0.00819026
2352 -7.27076e-07 7.16716e-07     -0.0012239 -0.000318322      0.0141232 -0.00811577
2353 -7.67479e-07 4.85499e-07     -0.00119219 -0.000104399      0.0141633 -0.00807263
2354 -7.66311e-07 2.59059e-07     -0.00117212 0.000122828      0.0141612 -0.00802372
2355 -7.17705e-07 3.71853e-08     -0.00113706 0.000395587      0.0141354 -0.00793268
2356 -6.11506e-07 -1.7279e-07     -0.00103697 0.000722782      0.0141274 -0.00778134
2357 -4.39271e-07 -3.52959e-07     -0.000815839 0.00107569      0.0141877 -0.00758336
2358 -2.01942e-07 -4.76045e-07     -0.000437158 0.00138606      0.0143536 -0.00738723
2359 8.36787e-08 -5.11633e-07     9.11006e-05 0.00156093      0.0146268 -0.00726469
2360 3.82803e-07 -4.36294e-07     0.000702802 0.00151223      0.0149613 -0.00728586
2361 6.47042e-07 -2.44569e-07     0.00127965 0.00119302      0.0152677 -0.00748838
2362 8.25374e-07 4.33348e-08     0.00167926 0.000627192      0.0154363 -0.00785188
2363 8.79144e-07 3.8096e-07     0.00177933 -8.03376e-05      0.0153753 -0.00828956
2364 7.96462e-07 7.04009e-07     0.00152433 -0.000761076      0.0150502 -0.00866378
2365 6.00602e-07 9.46646e-07     0.00095773 -0.00122685      0.0145104 -0.00882449
2366 3.48258e-07 1.0614e-06     0.000225277 -0.0013288      0.0138901 -0.00866036
2367 1.16465e-07 1.03636e-06     -0.000456659 -0.00101259      0.0133784 -0.00814557
2368 -1.91018e-08 9.03341e-07     -0.00086154 -0.000349634      0.0131652 -0.00736452
2369 -8.34204e-09 7.32951e-07     -0.000824692 0.000469679      0.0133773 -0.00650213
2370 1.54304e-07 6.16532e-07     -0.000303431 0.00118317      0.0140277 -0.00579863
2371 4.22996e-07 6.39476e-07     0.000596392 0.00153251      0.0149954 -0.00548003
2372 7.0916e-07 8.53722e-07     0.00163944 0.00134462      0.0160479 -0.00568541
2373 9.04246e-07 1.25819e-06     0.00252278 0.000592335      0.0169005 -0.00641501
2374 9.10375e-07 1.79396e-06     0.00296317 -0.000586909      0.0172979 -0.00751802
2375 6.69768e-07 2.35653e-06     0.00278285 -0.00192262      0.0170918 -0.00872639
2376 1.83795e-07 2.82224e-06     0.00196624 -0.0030849      0.0162894 -0.00972635
2377 -4.84494e-07 3.08116e-06     0.000668908 -0.00377801      0.0150574 -0.0102463
2378 -1.22544e-06 3.0667e-06     -0.000824832 -0.00382477      0.0136775 -0.010134
2379 -1.91103e-06 2.77308e-06     -0.00218252 -0.00321547      0.0124685 -0.00939861
2380 -2.4278e-06 2.25551e-06     -0.00311714 -0.00210645      0.0116977 -0.00820539
2381 -2.70465e-06 1.61356e-06     -0.00346461 -0.000769878      0.0115095 -0.00682461
2382 -2.7275e-06 9.63059e-07     -0.00322178 0.000488555      0.0118927 -0.00555181
2383 -2.53715e-06 4.05433e-07     -0.00253503 0.0014173      0.0126942 -0.00462449
2384 -2.21197e-06 3.69804e-09     -0.00164526 0.001885      0.0136741 -0.00416071
2385 -1.84156e-06 -2.28282e-07     -0.000808527 0.00190582      0.0145828 -0.00413726
2386 -1.50008e-06 -3.2098e-07     -0.000218454 0.00161875      0.0152347 -0.00441157
2387 -1.22732e-06 -3.31593e-07     4.59554e-05 0.00123016      0.0155571 -0.00477816
2388 -1.02274e-06 -3.20132e-07     3.23952e-05 0.000940153      0.015601 -0.00503997
2389 -8.53414e-07 -3.27242e-07     -0.000113765 0.000876555      0.0155119 -0.0050717
2390 -6.72116e-07 -3.60713e-07     -0.000207855 0.00105683      0.0154729 -0.00485611
2391 -4.39227e-07 -3.9447e-07     -9.34965e-05 0.00138812      0.01564 -0.00448376
2392 -1.40975e-07 -3.79687e-07     0.00030229 0.00170322      0.0160881 -0.00411842
2393 2.01703e-07 -2.63898e-07     0.00094302 0.00181935      0.0167859 -0.00394057
2394 5.36267e-07 -1.16961e-08     0.0016924 0.00160043      0.0176045 -0.00408742
2395 7.92437e-07 3.79592e-07     0.00235522 0.00100371      0.0183557 -0.00460753
2396 9.02351e-07 8.74069e-07     0.00273586 9.71965e-05      0.0188475 -0.0054429
2397 8.2086e-07 1.40293e-06     0.00269638 -0.00095609      0.01894 -0.00644256
2398 5.40008e-07 1.87987e-06     0.00219728 -0.00194114      0.0185852 -0.0074023
2399 9.36312e-08 2.22171e-06     0.00130997 -0.00264787      0.0178406 -0.00811805
2400 -4.48985e-07 2.36846e-06     0.000198897 -0.00292542      0.0168544 -0.00843758
2401 -9.98411e-07 2.29745e-06     -0.000920415 -0.00271898      0.015827 -0.00829659
2402 -1.46501e-06 2.02807e-06     -0.00183457 -0.00208044      0.0149624 -0.00773071
2403 -1.77825e-06 1.61645e-06     -0.00238212 -0.00115176      0.014421 -0.00686206
2404 -1.90066e-06 1.14182e-06     -0.00248743 -0.000127531      0.0142868 -0.00586619
2405 -1.83344e-06 6.88592e-07     -0.00217155 0.000792198      0.0145552 -0.00492929
2406 -1.61313e-06 3.28686e-07     -0.00153958 0.00144609      0.0151431 -0.00420741
2407 -1.30088e-06 1.08071e-07     -0.000750231 0.0017426      0.0159141 -0.0037969
2408 -9.67537e-07 4.01899e-08     2.32249e-05 0.00167215      0.0167137 -0.00372171
2409 -6.78335e-07 1.06887e-07     0.000630628 0.0013002      0.017403 -0.00393781
2410 -4.8037e-07 2.65777e-07     0.000973176 0.000745267      0.0178843 -0.00435125
2411 -3.95265e-07 4.61708e-07     0.00101758 0.000148755      0.0181153 -0.00484394
2412 -4.17811e-07 6.39503e-07     0.000795319 -0.00035611      0.0181095 -0.00530059
2413 -5.20142e-07 7.55264e-07     0.000389173 -0.000670026      0.0179257 -0.00563125
2414 -6.59988e-07 7.84217e-07     -8.86077e-05 -0.000743895      0.0176503 -0.00578608
2415 -7.90974e-07 7.23944e-07     -0.000521632 -0.000583788      0.0173759 -0.00576032
2416 -8.72785e-07 5.92829e-07     -0.000813176 -0.000244801      0.0171815 -0.00558992
2417 -8.79237e-07 4.24426e-07     -0.000904241 0.000184178      0.0171169 -0.00533936
2418 -8.02813e-07 2.59168e-07     -0.00078279 0.000601381      0.0171949 -0.00508455
2419 -6.54988e-07 1.35285e-07     -0.000482692 0.000914331      0.0173918 -0.00489466
2420 -4.62556e-07 8.08792e-08     -7.3001e-05 0.00105854      0.0176564 -0.00481674
2421 -2.61031e-07 1.08779e-07     0.000359665 0.00100869      0.0179243 -0.00486682
2422 -8.6826e-08 2.15093e-07     0.000731109 0.000779989      0.0181343 -0.00502914
2423 2.98945e-08 3.81418e-07     0.000976764 0.000420115      0.0182424 -0.00526351
2424 7.01169e-08 5.79733e-07     0.00106186 -5.36397e-06      0.0182292 -0.00551764
2425 2.78396e-08 7.78391e-07     0.000982672 -0.000429141      0.0181002 -0.0057407
2426 -9.09232e-08 9.47553e-07     0.000759888 -0.000794959      0.0178789 -0.00589333
2427 -2.70984e-07 1.06288e-06     0.000428002 -0.00106371      0.0175974 -0.00595173
2428 -4.91299e-07 1.10716e-06     2.5391e-05 -0.0012125      0.017288 -0.00590545
2429 -7.27605e-07 1.07046e-06     -0.000410967 -0.00122934      0.0169792 -0.00575179
2430 -9.53965e-07 9.49741e-07     -0.000845018 -0.00110792      0.0166978 -0.00549075
2431 -1.14363e-06 7.49119e-07     -0.00123747 -0.000846383      0.0164728 -0.00512418
2432 -1.27023e-06 4.80825e-07     -0.00154224 -0.000451831      0.0163402 -0.00466042
2433 -1.31021e-06 1.66503e-07     -0.00170813 5.13801e-05      0.0163409 -0.00412245
2434 -1.24696e-06 -1.62527e-07     -0.00168773 0.000614305      0.0165127 -0.00355494
2435 -1.07573e-06 -4.67346e-07     -0.00145234 0.00116252      0.0168762 -0.00302515
2436 -8.07845e-07 -7.06549e-07     -0.00100749 0.00160532      0.0174208 -0.00261418
2437 -4.72194e-07 -8.43873e-07     -0.000402221 0.00185459      0.018096 -0.00239932
2438 -1.12471e-07 -8.56538e-07     0.000273528 0.00184841      0.0188149 -0.00243214
2439 2.19917e-07 -7.41761e-07     0.000905316 0.00157139      0.0194696 -0.00272001
2440 4.75894e-07 -5.19035e-07     0.00138073 0.00106363      0.0199565 -0.00321847
2441 6.18996e-07 -2.26951e-07     0.00161805 0.000413732      0.0202029 -0.0038388
2442 6.32778e-07 8.49222e-08     0.00158724 -0.000263363      0.0201865 -0.0044696
2443 5.23007e-07 3.66812e-07     0.0013156 -0.000856916      0.0199391 -0.00500603
2444 3.13969e-07 5.78873e-07     0.000875473 -0.00128911      0.0195345 -0.00537675
2445 4.02613e-08 6.97508e-07     0.000358188 -0.00153182      0.0190623 -0.00555915
2446 -2.62972e-07 7.16052e-07     -0.00015652 -0.00160541      0.0185992 -0.00557733
2447 -5.67835e-07 6.40063e-07     -0.000624177 -0.00156025      0.0181859 -0.00548345
2448 -8.56789e-07 4.79463e-07     -0.0010434 -0.00144816      0.0178202 -0.00532974
2449 -1.12018e-06 2.41006e-07     -0.00144479 -0.00129511      0.0174684 -0.00514184
2450 -1.34955e-06 -7.55757e-08     -0.00186516 -0.00108643      0.0170907 -0.00490437
2451 -1.52988e-06 -4.75836e-07     -0.00231725 -0.000771139      0.0166709 -0.00456497
2452 -1.63456e-06 -9.63606e-07     -0.00276745 -0.00028486      0.0162385 -0.00405652
2453 -1.62591e-06 -1.5313e-06     -0.00313139 0.000416505      0.015874 -0.00332992
2454 -1.4623e-06 -2.15146e-06     -0.0032913 0.00132495      0.015693 -0.00238543
2455 -1.11015e-06 -2.77344e-06     -0.00313065 0.00236304      0.0158131 -0.00129064
2456 -5.572e-07 -3.32757e-06     -0.00257506 0.0033892      0.0163144 -0.000176822
2457 1.77583e-07 -3.73669e-06     -0.0016255 0.00422612      0.0172071 0.000786881
2458 1.04113e-06 -3.93227e-06     -0.000371584 0.00470451      0.0184167 0.00143445
2459 1.95234e-06 -3.87076e-06     0.00102063 0.00470891      0.019794 0.00164682
2460 2.81589e-06 -3.54519e-06     0.00234401 0.00421128      0.0211465 0.00138487
2461 3.54055e-06 -2.98848e-06     0.00339859 0.00328138      0.0222837 0.000701264
2462 4.05682e-06 -2.26749e-06     0.00403833 0.00207099      0.0230609 -0.000272265
2463 4.32938e-06 -1.46921e-06     0.00420292 0.000776651      0.0234103 -0.00135812
2464 4.36125e-06 -6.83122e-07     0.00392585 -0.000407411      0.023351 -0.00237599
2465 4.18896e-06 1.56343e-08     0.00331794 -0.00133244      0.0229753 -0.00318333
2466 3.87087e-06 5.77994e-07     0.00253283 -0.0019225      0.0224184 -0.00370184
2467 3.4723e-06 9.85233e-07     0.00172589 -0.00217997      0.0218211 -0.00392441
2468 3.05157e-06 1.24569e-06     0.00101873 -0.00217042      0.0212971 -0.00390285
2469 2.65059e-06 1.38599e-06     0.000478427 -0.00199381      0.0209129 -0.00372285
2470 2.29132e-06 1.44001e-06     0.000114922 -0.00175243      0.0206838 -0.00347531
2471 1.97801e-06 1.43894e-06     -0.000106027 -0.00152516      0.0205849 -0.00323275
2472 1.70322e-06 1.40483e-06     -0.000241073 -0.00135398      0.0205693 -0.00303654
2473 1.45512e-06 1.34851e-06     -0.00034691 -0.00124418      0.0205879 -0.0028961
2474 1.22363e-06 1.27131e-06     -0.000463963 -0.0011747      0.0206041 -0.00279728
2475 1.0041e-06 1.16899e-06     -0.000609437 -0.0011132      0.0206004 -0.00271511
2476 7.9801e-07 1.03618e-06     -0.000779268 -0.00102987      0.0205768 -0.00262563
2477 6.11582e-07 8.69762e-07     -0.000955799 -0.000906242      0.0205449 -0.00251341
2478 4.53221e-07 6.70583e-07     -0.00111705 -0.000737714      0.0205203 -0.00237389
2479 3.3103e-07 4.43499e-07     -0.00124409 -0.000531189      0.020516 -0.00221137
2480 2.5105e-07 1.9636e-07     -0.00132492 -0.000300251      0.02054 -0.00203508
2481 2.16457e-07 -6.1409e-08     -0.00135487 -6.04818e-05      0.0205949 -0.00185548
2482 2.2751e-07 -3.20086e-07     -0.00133505 0.000173569      0.0206792 -0.001682
2483 2.81883e-07 -5.70557e-07     -0.00127038 0.00038949      0.0207889 -0.00152236
2484 3.75082e-07 -8.04914e-07     -0.00116842 0.000576966      0.0209186 -0.00138291
2485 5.00827e-07 -1.01693e-06     -0.00103925 0.000727679      0.0210608 -0.00126872
2486 6.51477e-07 -1.20257e-06     -0.000895682 0.00083597      0.021206 -0.00118303
2487 8.18675e-07 -1.36049e-06     -0.00075312 0.000900375      0.0213428 -0.00112578
2488 9.94326e-07 -1.49249e-06     -0.000628112 0.00092544      0.0214586 -0.00109192
2489 1.17188e-06 -1.60339e-06     -0.000535593 0.000922828      0.0215424 -0.00107048
2490 1.34767e-06 -1.7005e-06     -0.000485354 0.000910805      0.021588 -0.00104505
2491 1.52199e-06 -1.79222e-06     -0.000478869 0.000911719      0.0215966 -0.000996092
2492 1.69951e-06 -1.88631e-06     -0.000507687 0.000947893      0.0215781 -0.00090475
2493 1.88881e-06 -1.98798e-06     -0.000554186 0.00103706      0.0215504 -0.000756857
2494 2.10112e-06 -2.09843e-06     -0.00059462 0.00118883      0.0215361 -0.000545964
2495 2.34865e-06 -2.21401e-06     -0.000603425 0.00140344      0.0215586 -0.000274163
2496 2.64281e-06 -2.32635e-06     -0.000557063 0.00167313      0.0216387 4.95022e-05
2497 2.99297e-06 -2.42288e-06     -0.000435754 0.00198517      0.0217936 0.000412144
2498 3.40584e-06 -2.48756e-06     -0.000222298 0.00232466      0.0220377 0.000799725
2499 3.88508e-06 -2.50107e-06     0.00010117 0.00267474      0.0223866 0.00119716
2500 4.43068e-06 -2.44035e-06     0.000556045 0.00301281      0.0228599 0.0015845
2501 5.03723e-06 -2.27795e-06     0.00116638 0.00330333      0.023481 0.00192971
2502 5.69064e-06 -1.98207e-06     0.00195157 0.00349028      0.0242695 0.00218109
2503 6.36387e-06 -1.5187e-06     0.00291227 0.00349411      0.0252282 0.00226389
2504 7.01276e-06 -8.56837e-07     0.00401262 0.00321818      0.0263259 0.002086
2505 7.57438e-06 2.28927e-08     0.00516518 0.00256727      0.0274825 0.00155525
2506 7.96984e-06 1.11773e-06     0.00622662 0.00147645      0.0285641 0.000606793
2507 8.11324e-06 2.39293e-06     0.00701047 -5.65005e-05      0.0293943 -0.000765923
2508 7.92637e-06 3.77618e-06     0.0073187 -0.00194581      0.0297843 -0.00248647
2509 7.35661e-06 5.1596e-06     0.00698744 -0.00401038      0.0295751 -0.00438764
2510 6.39404e-06 6.41099e-06     0.00593541 -0.00599193      0.0286841 -0.00622756
2511 5.08242e-06 7.3935e-06     0.00420061 -0.00759848      0.0271404 -0.00773004
2512 3.52006e-06 7.99016e-06     0.00195169 -0.00856481      0.0250968 -0.00864131
2513 1.84867e-06 8.12749e-06     -0.000532961 -0.00871448      0.0228115 -0.00878878
2514 2.31435e-07 7.79214e-06     -0.00291625 -0.00800566      0.0206006 -0.0081252
2515 -1.17484e-06 7.03568e-06     -0.00487144 -0.0065466      0.0187736 -0.00674446
2516 -2.24717e-06 5.96583e-06     -0.00615107 -0.00457475      0.0175689 -0.00486342
2517 -2.91665e-06 4.72601e-06     -0.00663686 -0.00240467      0.0171053 -0.00277404
2518 -3.1767e-06 3.46823e-06     -0.00635719 -0.000358856      0.0173647 -0.000779081
2519 -3.07798e-06 2.32613e-06     -0.00546871 0.00129912      0.0182078 0.000870843
2520 -2.7121e-06 1.3945e-06     -0.00420921 0.00241164      0.0194173 0.00202203
2521 -2.18914e-06 7.1948e-07     -0.00283687 0.00294342      0.020754 0.00263414
2522 -1.61511e-06 3.00329e-07     -0.00157377 0.00296644      0.02201 0.00276731
2523 -1.07476e-06 1.00368e-07     -0.000568085 0.00262203      0.0230442 0.00254754
2524 -6.22739e-07 6.27953e-08     0.000117857 0.00207425      0.0237946 0.00212363
2525 -2.83382e-07 1.26356e-07     0.000495582 0.00146914      0.0242677 0.00162904
2526 -5.68853e-08 2.37043e-07     0.000623208 0.000909919      0.0245136 0.00115836
2527 7.16114e-08 3.54029e-07     0.000574688 0.000451426      0.0245976 0.000761679
2528 1.2351e-07 4.502e-07     0.000415908 0.000110206      0.0245775 0.000453463
2529 1.21061e-07 5.09269e-07     0.000193312 -0.000117775      0.0244926 0.000228994
2530 8.51276e-08 5.21968e-07     -6.48734e-05 -0.000240345      0.0243643 8.02511e-05
2531 3.55505e-08 4.83372e-07     -0.000339264 -0.000259526      0.024205 5.45415e-06
2532 -7.54551e-09 3.92295e-07     -0.000608246 -0.000171231      0.0240277 1.01405e-05
2533 -2.31614e-08 2.52518e-07     -0.00084093 2.76532e-05      0.0238538 0.000101337
